"tier","cohort","patient","pathway","fraction_sections","rank_effect","positive"
"pcs","GSE274557","Pt11","HALLMARK_ALLOGRAFT_REJECTION",0.75,0.957125,TRUE
"libsize","GSE274557","Pt12","HALLMARK_ALLOGRAFT_REJECTION",1,0.9995,TRUE
"none","GSE274557","Pt12","HALLMARK_ALLOGRAFT_REJECTION",0,0.686875,FALSE
"pcs","GSE274557","Pt12","HALLMARK_ALLOGRAFT_REJECTION",0.75,0.989125,TRUE
"libsize","GSE274557","Pt13","HALLMARK_ALLOGRAFT_REJECTION",0.714285714285714,0.849857142857143,TRUE
"none","GSE274557","Pt13","HALLMARK_ALLOGRAFT_REJECTION",0.142857142857143,0.326642857142857,FALSE
"pcs","GSE274557","Pt13","HALLMARK_ALLOGRAFT_REJECTION",0.857142857142857,0.897714285714286,TRUE
"libsize","GSE274557","Pt2","HALLMARK_ALLOGRAFT_REJECTION",1,0.9995,TRUE
"none","GSE274557","Pt2","HALLMARK_ALLOGRAFT_REJECTION",0.666666666666667,0.829666666666667,TRUE
"pcs","GSE274557","Pt2","HALLMARK_ALLOGRAFT_REJECTION",1,0.9995,TRUE
"libsize","GSE274557","Pt3","HALLMARK_ALLOGRAFT_REJECTION",1,0.999,TRUE
"none","GSE274557","Pt3","HALLMARK_ALLOGRAFT_REJECTION",0,0.84975,FALSE
"pcs","GSE274557","Pt3","HALLMARK_ALLOGRAFT_REJECTION",0.75,0.982875,TRUE
"libsize","GSE274557","Pt4","HALLMARK_ALLOGRAFT_REJECTION",1,0.999,TRUE
"none","GSE274557","Pt4","HALLMARK_ALLOGRAFT_REJECTION",0.25,0.307625,FALSE
"pcs","GSE274557","Pt4","HALLMARK_ALLOGRAFT_REJECTION",1,0.9965,TRUE
"libsize","GSE274557","Pt5","HALLMARK_ALLOGRAFT_REJECTION",0.666666666666667,0.961166666666667,TRUE
"none","GSE274557","Pt5","HALLMARK_ALLOGRAFT_REJECTION",0.666666666666667,0.929833333333333,TRUE
"pcs","GSE274557","Pt5","HALLMARK_ALLOGRAFT_REJECTION",1,0.9995,TRUE
"libsize","GSE274557","Pt6","HALLMARK_ALLOGRAFT_REJECTION",0.666666666666667,0.969083333333333,TRUE
"none","GSE274557","Pt6","HALLMARK_ALLOGRAFT_REJECTION",0.333333333333333,0.575833333333333,FALSE
"pcs","GSE274557","Pt6","HALLMARK_ALLOGRAFT_REJECTION",0.5,0.828916666666667,TRUE
"libsize","GSE274557","Pt7","HALLMARK_ALLOGRAFT_REJECTION",0.75,0.979,TRUE
"none","GSE274557","Pt7","HALLMARK_ALLOGRAFT_REJECTION",0,0.469375,FALSE
"pcs","GSE274557","Pt7","HALLMARK_ALLOGRAFT_REJECTION",0.5,0.93125,TRUE
"libsize","GSE274557","Pt8","HALLMARK_ALLOGRAFT_REJECTION",0.8,0.9913,TRUE
"none","GSE274557","Pt8","HALLMARK_ALLOGRAFT_REJECTION",0.2,0.6009,FALSE
"pcs","GSE274557","Pt8","HALLMARK_ALLOGRAFT_REJECTION",0.8,0.9962,TRUE
"libsize","GSE274557","Pt9","HALLMARK_ALLOGRAFT_REJECTION",0.75,0.927875,TRUE
"none","GSE274557","Pt9","HALLMARK_ALLOGRAFT_REJECTION",0,0.304875,FALSE
"pcs","GSE274557","Pt9","HALLMARK_ALLOGRAFT_REJECTION",0.25,0.833875,FALSE
"libsize","GSE282302","C1_D1","HALLMARK_ANDROGEN_RESPONSE",0,0.8115,FALSE
"none","GSE282302","C1_D1","HALLMARK_ANDROGEN_RESPONSE",0,0.9265,FALSE
"pcs","GSE282302","C1_D1","HALLMARK_ANDROGEN_RESPONSE",0,0.712,FALSE
"libsize","GSE282302","C1_D10","HALLMARK_ANDROGEN_RESPONSE",0,0.51475,FALSE
"none","GSE282302","C1_D10","HALLMARK_ANDROGEN_RESPONSE",0.5,0.74325,TRUE
"pcs","GSE282302","C1_D10","HALLMARK_ANDROGEN_RESPONSE",0,0.66075,FALSE
"libsize","GSE282302","C1_D11","HALLMARK_ANDROGEN_RESPONSE",0,0.9435,FALSE
"none","GSE282302","C1_D11","HALLMARK_ANDROGEN_RESPONSE",0,0.95575,FALSE
"pcs","GSE282302","C1_D11","HALLMARK_ANDROGEN_RESPONSE",0.5,0.87375,TRUE
"libsize","GSE282302","C1_D12","HALLMARK_ANDROGEN_RESPONSE",0.5,0.90875,TRUE
"none","GSE282302","C1_D12","HALLMARK_ANDROGEN_RESPONSE",0,0.93925,FALSE
"pcs","GSE282302","C1_D12","HALLMARK_ANDROGEN_RESPONSE",0,0.65475,FALSE
"libsize","GSE282302","C1_D13","HALLMARK_ANDROGEN_RESPONSE",0,0.6945,FALSE
"none","GSE282302","C1_D13","HALLMARK_ANDROGEN_RESPONSE",0.5,0.96225,TRUE
"pcs","GSE282302","C1_D13","HALLMARK_ANDROGEN_RESPONSE",0,0.652,FALSE
"libsize","GSE282302","C1_D14","HALLMARK_ANDROGEN_RESPONSE",0.333333333333333,0.936666666666667,FALSE
"none","GSE282302","C1_D14","HALLMARK_ANDROGEN_RESPONSE",0,0.731833333333333,FALSE
"pcs","GSE282302","C1_D14","HALLMARK_ANDROGEN_RESPONSE",0.333333333333333,0.856833333333333,FALSE
"libsize","GSE282302","C1_D2","HALLMARK_ANDROGEN_RESPONSE",0,0.9025,FALSE
"none","GSE282302","C1_D2","HALLMARK_ANDROGEN_RESPONSE",0,0.8785,FALSE
"pcs","GSE282302","C1_D2","HALLMARK_ANDROGEN_RESPONSE",0,0.8385,FALSE
"libsize","GSE282302","C1_D3","HALLMARK_ANDROGEN_RESPONSE",0,0.711,FALSE
"none","GSE282302","C1_D3","HALLMARK_ANDROGEN_RESPONSE",0,0.408,FALSE
"pcs","GSE282302","C1_D3","HALLMARK_ANDROGEN_RESPONSE",0,0.9445,FALSE
"libsize","GSE282302","C1_D4","HALLMARK_ANDROGEN_RESPONSE",0,0.257,FALSE
"none","GSE282302","C1_D4","HALLMARK_ANDROGEN_RESPONSE",0,0.313,FALSE
"pcs","GSE282302","C1_D4","HALLMARK_ANDROGEN_RESPONSE",0,0.3615,FALSE
"libsize","GSE282302","C1_D5","HALLMARK_ANDROGEN_RESPONSE",0,0.936,FALSE
"none","GSE282302","C1_D5","HALLMARK_ANDROGEN_RESPONSE",0,0.7085,FALSE
"pcs","GSE282302","C1_D5","HALLMARK_ANDROGEN_RESPONSE",0,0.5615,FALSE
"libsize","GSE282302","C1_D6","HALLMARK_ANDROGEN_RESPONSE",0,0.9115,FALSE
"none","GSE282302","C1_D6","HALLMARK_ANDROGEN_RESPONSE",1,0.989,TRUE
"pcs","GSE282302","C1_D6","HALLMARK_ANDROGEN_RESPONSE",0,0.912,FALSE
"libsize","GSE282302","C1_D7","HALLMARK_ANDROGEN_RESPONSE",1,0.9695,TRUE
"none","GSE282302","C1_D7","HALLMARK_ANDROGEN_RESPONSE",0,0.935,FALSE
"pcs","GSE282302","C1_D7","HALLMARK_ANDROGEN_RESPONSE",0,0.743,FALSE
"libsize","GSE282302","C1_D8","HALLMARK_ANDROGEN_RESPONSE",0.5,0.9665,TRUE
"none","GSE282302","C1_D8","HALLMARK_ANDROGEN_RESPONSE",1,0.99775,TRUE
"pcs","GSE282302","C1_D8","HALLMARK_ANDROGEN_RESPONSE",0.5,0.5545,TRUE
"libsize","GSE282302","C1_D9","HALLMARK_ANDROGEN_RESPONSE",0.5,0.92675,TRUE
"none","GSE282302","C1_D9","HALLMARK_ANDROGEN_RESPONSE",0.5,0.896,TRUE
"pcs","GSE282302","C1_D9","HALLMARK_ANDROGEN_RESPONSE",0,0.8595,FALSE
"libsize","GSE282302","C2_D1","HALLMARK_ANDROGEN_RESPONSE",0,0.8185,FALSE
"none","GSE282302","C2_D1","HALLMARK_ANDROGEN_RESPONSE",0,0.895,FALSE
"pcs","GSE282302","C2_D1","HALLMARK_ANDROGEN_RESPONSE",0,0.4825,FALSE
"libsize","GSE282302","C2_D10","HALLMARK_ANDROGEN_RESPONSE",0,0.68725,FALSE
"none","GSE282302","C2_D10","HALLMARK_ANDROGEN_RESPONSE",0,0.870625,FALSE
"pcs","GSE282302","C2_D10","HALLMARK_ANDROGEN_RESPONSE",0.5,0.835875,TRUE
"libsize","GSE282302","C2_D11","HALLMARK_ANDROGEN_RESPONSE",0.375,0.7738125,FALSE
"none","GSE282302","C2_D11","HALLMARK_ANDROGEN_RESPONSE",0.25,0.5823125,FALSE
"pcs","GSE282302","C2_D11","HALLMARK_ANDROGEN_RESPONSE",0.125,0.6014375,FALSE
"libsize","GSE282302","C2_D12","HALLMARK_ANDROGEN_RESPONSE",0,0.633,FALSE
"none","GSE282302","C2_D12","HALLMARK_ANDROGEN_RESPONSE",0,0.0610000000000001,FALSE
"pcs","GSE282302","C2_D12","HALLMARK_ANDROGEN_RESPONSE",0,0.3335,FALSE
"libsize","GSE282302","C2_D13","HALLMARK_ANDROGEN_RESPONSE",0,0.948,FALSE
"none","GSE282302","C2_D13","HALLMARK_ANDROGEN_RESPONSE",0,0.937,FALSE
"pcs","GSE282302","C2_D13","HALLMARK_ANDROGEN_RESPONSE",0,0.5955,FALSE
"libsize","GSE282302","C2_D2","HALLMARK_ANDROGEN_RESPONSE",0,0.152,FALSE
"none","GSE282302","C2_D2","HALLMARK_ANDROGEN_RESPONSE",0,0.1355,FALSE
"pcs","GSE282302","C2_D2","HALLMARK_ANDROGEN_RESPONSE",0,0.0535,FALSE
"libsize","GSE282302","C2_D3","HALLMARK_ANDROGEN_RESPONSE",0,0.693,FALSE
"none","GSE282302","C2_D3","HALLMARK_ANDROGEN_RESPONSE",1,0.9985,TRUE
"pcs","GSE282302","C2_D3","HALLMARK_ANDROGEN_RESPONSE",0,0.905,FALSE
"libsize","GSE282302","C2_D4","HALLMARK_ANDROGEN_RESPONSE",0,0.3435,FALSE
"none","GSE282302","C2_D4","HALLMARK_ANDROGEN_RESPONSE",0,0.2305,FALSE
"pcs","GSE282302","C2_D4","HALLMARK_ANDROGEN_RESPONSE",0,0.135,FALSE
"libsize","GSE282302","C2_D5","HALLMARK_ANDROGEN_RESPONSE",0,0.7865,FALSE
"none","GSE282302","C2_D5","HALLMARK_ANDROGEN_RESPONSE",0,0.77075,FALSE
"pcs","GSE282302","C2_D5","HALLMARK_ANDROGEN_RESPONSE",0,0.604,FALSE
"libsize","GSE282302","C2_D6","HALLMARK_ANDROGEN_RESPONSE",0,0.032,FALSE
"none","GSE282302","C2_D6","HALLMARK_ANDROGEN_RESPONSE",0,0.02325,FALSE
"pcs","GSE282302","C2_D6","HALLMARK_ANDROGEN_RESPONSE",1,0.978,TRUE
"libsize","GSE282302","C2_D7","HALLMARK_ANDROGEN_RESPONSE",0,0.72625,FALSE
"none","GSE282302","C2_D7","HALLMARK_ANDROGEN_RESPONSE",0,0.4285,FALSE
"pcs","GSE282302","C2_D7","HALLMARK_ANDROGEN_RESPONSE",0,0.54925,FALSE
"libsize","GSE282302","C2_D8","HALLMARK_ANDROGEN_RESPONSE",0,0.711375,FALSE
"none","GSE282302","C2_D8","HALLMARK_ANDROGEN_RESPONSE",0.25,0.751125,FALSE
"pcs","GSE282302","C2_D8","HALLMARK_ANDROGEN_RESPONSE",0.5,0.799125,TRUE
"libsize","GSE282302","C2_D9","HALLMARK_ANDROGEN_RESPONSE",0,0.832166666666667,FALSE
"none","GSE282302","C2_D9","HALLMARK_ANDROGEN_RESPONSE",0,0.849,FALSE
"pcs","GSE282302","C2_D9","HALLMARK_ANDROGEN_RESPONSE",0.166666666666667,0.730916666666667,FALSE
"libsize","GSE282302","C3_D1","HALLMARK_ANDROGEN_RESPONSE",0.25,0.706,FALSE
"none","GSE282302","C3_D1","HALLMARK_ANDROGEN_RESPONSE",0,0.939,FALSE
"pcs","GSE282302","C3_D1","HALLMARK_ANDROGEN_RESPONSE",0,0.538,FALSE
"libsize","GSE282302","C3_D10","HALLMARK_ANDROGEN_RESPONSE",0,0.73275,FALSE
"none","GSE282302","C3_D10","HALLMARK_ANDROGEN_RESPONSE",0.25,0.756,FALSE
"pcs","GSE282302","C3_D10","HALLMARK_ANDROGEN_RESPONSE",0.25,0.63525,FALSE
"libsize","GSE282302","C3_D11","HALLMARK_ANDROGEN_RESPONSE",0.25,0.953625,FALSE
"none","GSE282302","C3_D11","HALLMARK_ANDROGEN_RESPONSE",0.25,0.947375,FALSE
"pcs","GSE282302","C3_D11","HALLMARK_ANDROGEN_RESPONSE",0,0.753625,FALSE
"libsize","GSE282302","C3_D12","HALLMARK_ANDROGEN_RESPONSE",0.125,0.5328125,FALSE
"none","GSE282302","C3_D12","HALLMARK_ANDROGEN_RESPONSE",0.125,0.5955,FALSE
"pcs","GSE282302","C3_D12","HALLMARK_ANDROGEN_RESPONSE",0.25,0.8695,FALSE
"libsize","GSE282302","C3_D2","HALLMARK_ANDROGEN_RESPONSE",0.5,0.900375,TRUE
"none","GSE282302","C3_D2","HALLMARK_ANDROGEN_RESPONSE",0.5,0.72975,TRUE
"pcs","GSE282302","C3_D2","HALLMARK_ANDROGEN_RESPONSE",0.25,0.64825,FALSE
"libsize","GSE282302","C3_D3","HALLMARK_ANDROGEN_RESPONSE",0,0.65125,FALSE
"none","GSE282302","C3_D3","HALLMARK_ANDROGEN_RESPONSE",0,0.63575,FALSE
"pcs","GSE282302","C3_D3","HALLMARK_ANDROGEN_RESPONSE",0,0.539625,FALSE
"libsize","GSE282302","C3_D4","HALLMARK_ANDROGEN_RESPONSE",0.5,0.805,TRUE
"none","GSE282302","C3_D4","HALLMARK_ANDROGEN_RESPONSE",0.25,0.787625,FALSE
"pcs","GSE282302","C3_D4","HALLMARK_ANDROGEN_RESPONSE",0,0.838375,FALSE
"libsize","GSE282302","C3_D5","HALLMARK_ANDROGEN_RESPONSE",0,0.761,FALSE
"none","GSE282302","C3_D5","HALLMARK_ANDROGEN_RESPONSE",0.25,0.949,FALSE
"pcs","GSE282302","C3_D5","HALLMARK_ANDROGEN_RESPONSE",0.25,0.84575,FALSE
"libsize","GSE282302","C3_D6","HALLMARK_ANDROGEN_RESPONSE",0.25,0.68725,FALSE
"none","GSE282302","C3_D6","HALLMARK_ANDROGEN_RESPONSE",0.5,0.749125,TRUE
"pcs","GSE282302","C3_D6","HALLMARK_ANDROGEN_RESPONSE",0,0.689125,FALSE
"libsize","GSE282302","C3_D7","HALLMARK_ANDROGEN_RESPONSE",0.25,0.631375,FALSE
"none","GSE282302","C3_D7","HALLMARK_ANDROGEN_RESPONSE",0,0.773875,FALSE
"pcs","GSE282302","C3_D7","HALLMARK_ANDROGEN_RESPONSE",0,0.452125,FALSE
"libsize","GSE282302","C3_D8","HALLMARK_ANDROGEN_RESPONSE",0.25,0.69525,FALSE
"none","GSE282302","C3_D8","HALLMARK_ANDROGEN_RESPONSE",0,0.62425,FALSE
"pcs","GSE282302","C3_D8","HALLMARK_ANDROGEN_RESPONSE",0,0.900125,FALSE
"libsize","GSE282302","C3_D9","HALLMARK_ANDROGEN_RESPONSE",0,0.750375,FALSE
"none","GSE282302","C3_D9","HALLMARK_ANDROGEN_RESPONSE",0.5,0.783875,TRUE
"pcs","GSE282302","C3_D9","HALLMARK_ANDROGEN_RESPONSE",0,0.726125,FALSE
"libsize","GSE274557","Pt1","HALLMARK_ANDROGEN_RESPONSE",0.5,0.94925,TRUE
"none","GSE274557","Pt1","HALLMARK_ANDROGEN_RESPONSE",0,0.7505,FALSE
"pcs","GSE274557","Pt1","HALLMARK_ANDROGEN_RESPONSE",0,0.90125,FALSE
"libsize","GSE274557","Pt10","HALLMARK_ANDROGEN_RESPONSE",0.25,0.672,FALSE
"none","GSE274557","Pt10","HALLMARK_ANDROGEN_RESPONSE",0,0.31375,FALSE
"pcs","GSE274557","Pt10","HALLMARK_ANDROGEN_RESPONSE",0,0.626875,FALSE
"libsize","GSE274557","Pt11","HALLMARK_ANDROGEN_RESPONSE",0.5,0.78075,TRUE
"none","GSE274557","Pt11","HALLMARK_ANDROGEN_RESPONSE",0,0.232125,FALSE
"pcs","GSE274557","Pt11","HALLMARK_ANDROGEN_RESPONSE",0,0.581625,FALSE
"libsize","GSE274557","Pt12","HALLMARK_ANDROGEN_RESPONSE",0.5,0.9685,TRUE
"none","GSE274557","Pt12","HALLMARK_ANDROGEN_RESPONSE",0,0.467375,FALSE
"pcs","GSE274557","Pt12","HALLMARK_ANDROGEN_RESPONSE",0.25,0.568375,FALSE
"libsize","GSE274557","Pt13","HALLMARK_ANDROGEN_RESPONSE",0.285714285714286,0.740214285714286,FALSE
"none","GSE274557","Pt13","HALLMARK_ANDROGEN_RESPONSE",0,0.623571428571429,FALSE
"pcs","GSE274557","Pt13","HALLMARK_ANDROGEN_RESPONSE",0.142857142857143,0.823,FALSE
"libsize","GSE274557","Pt2","HALLMARK_ANDROGEN_RESPONSE",0.333333333333333,0.600166666666667,FALSE
"none","GSE274557","Pt2","HALLMARK_ANDROGEN_RESPONSE",0,0.749666666666667,FALSE
"pcs","GSE274557","Pt2","HALLMARK_ANDROGEN_RESPONSE",0.333333333333333,0.759,FALSE
"libsize","GSE274557","Pt3","HALLMARK_ANDROGEN_RESPONSE",0.25,0.76425,FALSE
"none","GSE274557","Pt3","HALLMARK_ANDROGEN_RESPONSE",0,0.4595,FALSE
"pcs","GSE274557","Pt3","HALLMARK_ANDROGEN_RESPONSE",0.25,0.767,FALSE
"libsize","GSE274557","Pt4","HALLMARK_ANDROGEN_RESPONSE",0.25,0.9385,FALSE
"none","GSE274557","Pt4","HALLMARK_ANDROGEN_RESPONSE",0,0.449875,FALSE
"pcs","GSE274557","Pt4","HALLMARK_ANDROGEN_RESPONSE",0.25,0.545375,FALSE
"libsize","GSE274557","Pt5","HALLMARK_ANDROGEN_RESPONSE",0.333333333333333,0.661333333333333,FALSE
"none","GSE274557","Pt5","HALLMARK_ANDROGEN_RESPONSE",0,0.5905,FALSE
"pcs","GSE274557","Pt5","HALLMARK_ANDROGEN_RESPONSE",0.333333333333333,0.8795,FALSE
"libsize","GSE274557","Pt6","HALLMARK_ANDROGEN_RESPONSE",0.166666666666667,0.671,FALSE
"none","GSE274557","Pt6","HALLMARK_ANDROGEN_RESPONSE",0.166666666666667,0.748083333333333,FALSE
"pcs","GSE274557","Pt6","HALLMARK_ANDROGEN_RESPONSE",0,0.604916666666667,FALSE
"libsize","GSE274557","Pt7","HALLMARK_ANDROGEN_RESPONSE",0,0.662375,FALSE
"none","GSE274557","Pt7","HALLMARK_ANDROGEN_RESPONSE",0,0.39575,FALSE
"pcs","GSE274557","Pt7","HALLMARK_ANDROGEN_RESPONSE",0,0.56325,FALSE
"libsize","GSE274557","Pt8","HALLMARK_ANDROGEN_RESPONSE",0.6,0.7261,TRUE
"none","GSE274557","Pt8","HALLMARK_ANDROGEN_RESPONSE",0,0.2747,FALSE
"pcs","GSE274557","Pt8","HALLMARK_ANDROGEN_RESPONSE",0,0.3542,FALSE
"libsize","GSE274557","Pt9","HALLMARK_ANDROGEN_RESPONSE",0.25,0.929375,FALSE
"none","GSE274557","Pt9","HALLMARK_ANDROGEN_RESPONSE",0,0.72025,FALSE
"pcs","GSE274557","Pt9","HALLMARK_ANDROGEN_RESPONSE",0,0.74775,FALSE
"libsize","GSE282302","C1_D1","HALLMARK_ANGIOGENESIS",1,0.997,TRUE
"none","GSE282302","C1_D1","HALLMARK_ANGIOGENESIS",0,0.8275,FALSE
"pcs","GSE282302","C1_D1","HALLMARK_ANGIOGENESIS",0,0.631,FALSE
"libsize","GSE282302","C1_D10","HALLMARK_ANGIOGENESIS",1,0.98975,TRUE
"none","GSE282302","C1_D10","HALLMARK_ANGIOGENESIS",1,0.99375,TRUE
"pcs","GSE282302","C1_D10","HALLMARK_ANGIOGENESIS",0.5,0.96675,TRUE
"libsize","GSE282302","C1_D11","HALLMARK_ANGIOGENESIS",1,0.999,TRUE
"none","GSE282302","C1_D11","HALLMARK_ANGIOGENESIS",0,0.2325,FALSE
"pcs","GSE282302","C1_D11","HALLMARK_ANGIOGENESIS",0.5,0.9855,TRUE
"libsize","GSE282302","C1_D12","HALLMARK_ANGIOGENESIS",1,0.99425,TRUE
"none","GSE282302","C1_D12","HALLMARK_ANGIOGENESIS",0,0.8815,FALSE
"pcs","GSE282302","C1_D12","HALLMARK_ANGIOGENESIS",1,0.99475,TRUE
"libsize","GSE282302","C1_D13","HALLMARK_ANGIOGENESIS",1,0.99125,TRUE
"none","GSE282302","C1_D13","HALLMARK_ANGIOGENESIS",1,0.9935,TRUE
"pcs","GSE282302","C1_D13","HALLMARK_ANGIOGENESIS",1,0.9955,TRUE
"libsize","GSE282302","C1_D14","HALLMARK_ANGIOGENESIS",1,0.999,TRUE
"none","GSE282302","C1_D14","HALLMARK_ANGIOGENESIS",0,0.525666666666667,FALSE
"pcs","GSE282302","C1_D14","HALLMARK_ANGIOGENESIS",1,0.994,TRUE
"libsize","GSE282302","C1_D2","HALLMARK_ANGIOGENESIS",1,0.9995,TRUE
"none","GSE282302","C1_D2","HALLMARK_ANGIOGENESIS",0,0.563,FALSE
"pcs","GSE282302","C1_D2","HALLMARK_ANGIOGENESIS",0,0.7615,FALSE
"libsize","GSE282302","C1_D3","HALLMARK_ANGIOGENESIS",0,0.9715,FALSE
"none","GSE282302","C1_D3","HALLMARK_ANGIOGENESIS",1,0.999,TRUE
"pcs","GSE282302","C1_D3","HALLMARK_ANGIOGENESIS",0,0.935,FALSE
"libsize","GSE282302","C1_D4","HALLMARK_ANGIOGENESIS",1,0.999,TRUE
"none","GSE282302","C1_D4","HALLMARK_ANGIOGENESIS",0,0.3015,FALSE
"pcs","GSE282302","C1_D4","HALLMARK_ANGIOGENESIS",1,0.995,TRUE
"libsize","GSE282302","C1_D5","HALLMARK_ANGIOGENESIS",1,0.9995,TRUE
"none","GSE282302","C1_D5","HALLMARK_ANGIOGENESIS",0,0.4825,FALSE
"pcs","GSE282302","C1_D5","HALLMARK_ANGIOGENESIS",1,0.9995,TRUE
"libsize","GSE282302","C1_D6","HALLMARK_ANGIOGENESIS",0,0.8145,FALSE
"none","GSE282302","C1_D6","HALLMARK_ANGIOGENESIS",0,0.6385,FALSE
"pcs","GSE282302","C1_D6","HALLMARK_ANGIOGENESIS",1,0.993,TRUE
"libsize","GSE282302","C1_D7","HALLMARK_ANGIOGENESIS",1,0.9995,TRUE
"none","GSE282302","C1_D7","HALLMARK_ANGIOGENESIS",1,0.9995,TRUE
"pcs","GSE282302","C1_D7","HALLMARK_ANGIOGENESIS",1,0.997,TRUE
"libsize","GSE282302","C1_D8","HALLMARK_ANGIOGENESIS",1,0.9995,TRUE
"none","GSE282302","C1_D8","HALLMARK_ANGIOGENESIS",0.5,0.9435,TRUE
"pcs","GSE282302","C1_D8","HALLMARK_ANGIOGENESIS",0,0.86125,FALSE
"libsize","GSE282302","C1_D9","HALLMARK_ANGIOGENESIS",1,0.9985,TRUE
"none","GSE282302","C1_D9","HALLMARK_ANGIOGENESIS",1,0.995,TRUE
"pcs","GSE282302","C1_D9","HALLMARK_ANGIOGENESIS",0,0.70525,FALSE
"libsize","GSE282302","C2_D1","HALLMARK_ANGIOGENESIS",0,0.9705,FALSE
"none","GSE282302","C2_D1","HALLMARK_ANGIOGENESIS",1,0.9945,TRUE
"pcs","GSE282302","C2_D1","HALLMARK_ANGIOGENESIS",1,0.9995,TRUE
"libsize","GSE282302","C2_D10","HALLMARK_ANGIOGENESIS",1,0.999375,TRUE
"none","GSE282302","C2_D10","HALLMARK_ANGIOGENESIS",1,0.99375,TRUE
"pcs","GSE282302","C2_D10","HALLMARK_ANGIOGENESIS",1,0.9995,TRUE
"libsize","GSE282302","C2_D11","HALLMARK_ANGIOGENESIS",0.875,0.9933125,TRUE
"none","GSE282302","C2_D11","HALLMARK_ANGIOGENESIS",0.5,0.9244375,TRUE
"pcs","GSE282302","C2_D11","HALLMARK_ANGIOGENESIS",0.75,0.9849375,TRUE
"libsize","GSE282302","C2_D12","HALLMARK_ANGIOGENESIS",1,0.9885,TRUE
"none","GSE282302","C2_D12","HALLMARK_ANGIOGENESIS",0,0.1455,FALSE
"pcs","GSE282302","C2_D12","HALLMARK_ANGIOGENESIS",0,0.7115,FALSE
"libsize","GSE282302","C2_D13","HALLMARK_ANGIOGENESIS",1,0.9995,TRUE
"none","GSE282302","C2_D13","HALLMARK_ANGIOGENESIS",0,0.948,FALSE
"pcs","GSE282302","C2_D13","HALLMARK_ANGIOGENESIS",0,0.952,FALSE
"libsize","GSE282302","C2_D2","HALLMARK_ANGIOGENESIS",0,0.9225,FALSE
"none","GSE282302","C2_D2","HALLMARK_ANGIOGENESIS",0,0.9555,FALSE
"pcs","GSE282302","C2_D2","HALLMARK_ANGIOGENESIS",1,0.9715,TRUE
"libsize","GSE282302","C2_D3","HALLMARK_ANGIOGENESIS",1,0.9985,TRUE
"none","GSE282302","C2_D3","HALLMARK_ANGIOGENESIS",1,0.998,TRUE
"pcs","GSE282302","C2_D3","HALLMARK_ANGIOGENESIS",0,0.918,FALSE
"libsize","GSE282302","C2_D4","HALLMARK_ANGIOGENESIS",1,0.9995,TRUE
"none","GSE282302","C2_D4","HALLMARK_ANGIOGENESIS",1,0.9995,TRUE
"pcs","GSE282302","C2_D4","HALLMARK_ANGIOGENESIS",1,0.9965,TRUE
"libsize","GSE282302","C2_D5","HALLMARK_ANGIOGENESIS",0.5,0.78075,TRUE
"none","GSE282302","C2_D5","HALLMARK_ANGIOGENESIS",0.5,0.80025,TRUE
"pcs","GSE282302","C2_D5","HALLMARK_ANGIOGENESIS",0.5,0.80275,TRUE
"libsize","GSE282302","C2_D6","HALLMARK_ANGIOGENESIS",0,0.30425,FALSE
"none","GSE282302","C2_D6","HALLMARK_ANGIOGENESIS",0,0.2545,FALSE
"pcs","GSE282302","C2_D6","HALLMARK_ANGIOGENESIS",1,0.99575,TRUE
"libsize","GSE282302","C2_D7","HALLMARK_ANGIOGENESIS",1,0.99775,TRUE
"none","GSE282302","C2_D7","HALLMARK_ANGIOGENESIS",0,0.96925,FALSE
"pcs","GSE282302","C2_D7","HALLMARK_ANGIOGENESIS",1,0.99825,TRUE
"libsize","GSE282302","C2_D8","HALLMARK_ANGIOGENESIS",1,0.9985,TRUE
"none","GSE282302","C2_D8","HALLMARK_ANGIOGENESIS",0,0.446625,FALSE
"pcs","GSE282302","C2_D8","HALLMARK_ANGIOGENESIS",1,0.99825,TRUE
"libsize","GSE282302","C2_D9","HALLMARK_ANGIOGENESIS",1,0.998666666666667,TRUE
"none","GSE282302","C2_D9","HALLMARK_ANGIOGENESIS",0.666666666666667,0.975583333333333,TRUE
"pcs","GSE282302","C2_D9","HALLMARK_ANGIOGENESIS",0.833333333333333,0.96625,TRUE
"libsize","GSE282302","C3_D1","HALLMARK_ANGIOGENESIS",1,0.996375,TRUE
"none","GSE282302","C3_D1","HALLMARK_ANGIOGENESIS",0.5,0.92525,TRUE
"pcs","GSE282302","C3_D1","HALLMARK_ANGIOGENESIS",0.5,0.98425,TRUE
"libsize","GSE282302","C3_D10","HALLMARK_ANGIOGENESIS",1,0.994875,TRUE
"none","GSE282302","C3_D10","HALLMARK_ANGIOGENESIS",0.75,0.990375,TRUE
"pcs","GSE282302","C3_D10","HALLMARK_ANGIOGENESIS",1,0.9995,TRUE
"libsize","GSE282302","C3_D11","HALLMARK_ANGIOGENESIS",1,0.993125,TRUE
"none","GSE282302","C3_D11","HALLMARK_ANGIOGENESIS",0.5,0.90875,TRUE
"pcs","GSE282302","C3_D11","HALLMARK_ANGIOGENESIS",1,0.9995,TRUE
"libsize","GSE282302","C3_D12","HALLMARK_ANGIOGENESIS",0.75,0.912375,TRUE
"none","GSE282302","C3_D12","HALLMARK_ANGIOGENESIS",0.625,0.938125,TRUE
